dataset,ada,ddae,delta
20newsgroups,7.855406417429054,5.32217867212168,2.533227745307374
ALOI,3.718017871823926,3.2867127841657493,0.43130508765817677
Agnews,8.32455230015594,5.191003297662283,3.133549002493657
Amazon,6.380609346531273,5.235996906906327,1.1446124396249457
CIFAR10,10.342096683238175,6.042520277822348,4.299576405415827
Cardiotocography,28.776500931952746,38.33264194635199,-9.556141014399245
FashionMNIST,29.10406845188036,10.865035421971134,18.239033029909223
Hepatitis,21.608681794055563,34.02915158626439,-12.420469792208827
Imdb,4.621504064643071,4.831059985305326,-0.2095559206622548
InternetAds,19.515090696995845,19.801476098121608,-0.28638540112576294
Ionosphere,91.44763902725254,33.77546922904876,57.672169798203775
Lymphography,79.46667684167684,11.618916252821904,67.84776058885494
MNIST-C,16.323790729388485,6.7557456443328245,9.56804508505566
MVTec-AD,54.1525790876096,38.18562904850162,15.966950039107985
PageBlocks,60.22032202807797,27.803813450936058,32.41650857714191
Pima,47.86754070120787,35.567447484705085,12.300093216502788
SVHN,8.004246526978232,5.568032255090314,2.436214271887918
SpamBase,43.147296650109126,39.44204283736286,3.705253812746264
Stamps,27.149064661876434,18.8331962541872,8.315868407689234
WBC,87.65527280027104,45.55450215041248,42.10077064985855
WDBC,22.78987350343308,25.989918435571745,-3.200044932138667
WPBC,22.131294469573994,23.16542703167596,-1.0341325621019664
Waveform,2.9794691811991947,3.934459572750807,-0.9549903915516125
Wilt,4.13104597254637,4.310831024482193,-0.17978505193582262
Yelp,9.154202749951788,5.449554327909064,3.704648422042723
annthyroid,34.45886897686869,18.8690188075962,15.589850169272495
backdoor,63.90482099129491,47.80779922941959,16.097021761875325
breastw,96.50492914920702,49.61556135662476,46.889367792582256
campaign,27.612246266495713,16.987393139718403,10.62485312677731
cardio,30.476169121860828,35.072552338890894,-4.596383217030066
celeba,4.078839823939425,6.376571424207258,-2.2977316002678334
census,9.128118778077718,7.540844316424737,1.5872744616529815
cover,4.7480467290921995,1.8564000768888935,2.891646652203306
donors,16.443398330653668,9.747485828538002,6.695912502115666
fault,53.34200470043313,29.23955864913463,24.1024460512985
fraud,21.442939046077033,5.261770595449861,16.181168450627172
glass,16.299112807898645,6.506520565353379,9.792592242545265
http,22.583194416152033,17.25791268759498,5.3252817285570515
landsat,25.02754312476102,18.83085028141496,6.19669284334606
letter,20.0675123333116,4.525157680525685,15.542354652785917
magic.gamma,62.709733314040434,44.66092051238255,18.04881280165788
mammography,20.452197440038127,8.12469607229909,12.327501367739037
mnist,34.51293595086356,19.902067318024677,14.61086863283888
musk,13.720920489298711,4.553678583785024,9.167241905513688
optdigits,1.999447741558042,2.757882028923268,-0.7584342873652261
pendigits,9.027842214752873,4.261711660206205,4.766130554546668
satellite,54.94243986481125,40.31056953419154,14.631870330619705
satimage-2,71.94594718890669,4.341913541433167,67.60403364747351
shuttle,70.8826547058896,64.42067603800876,6.461978667880842
skin,24.471127481809294,16.001313021918072,8.469814459891222
smtp,36.59921866319576,0.26705518096860503,36.33216348222715
speech,2.2940385113260926,1.3673898128581297,0.9266486984679629
thyroid,44.50629155783058,30.54866251187039,13.95762904596019
vertebral,9.497890486351663,10.076950559061977,-0.5790600727103143
vowels,31.64529839177783,2.4568926602428305,29.188405731535
wine,6.6041393735679295,23.84087278852129,-17.23673341495336
yeast,29.691113749533503,32.695613061086064,-3.0044993115525607
