dataset,PR-AUC,ROC-AUC,AP
ALOI,3.6143147782868277,55.37602283511108,3.624686678851875
annthyroid,32.59770255879514,84.76352410521952,32.76004655686363
backdoor,55.38917304215589,90.119547038971,55.41791528389703
breastw,96.299104858714,98.54480003015567,96.31338000020803
campaign,29.273218060798783,75.67393240301841,29.294736151150435
cardio,38.94173581580504,83.75350178522383,39.2373874205081
Cardiotocography,33.19635554414114,55.20899308304512,33.309939425283005
celeba,4.916791739412626,68.69253400786958,4.9271323991837015
census,8.744811341121322,66.30518385187514,8.747023018331134
cover,3.2084262055877333,83.7063481230067,3.2116156994911105
donors,15.81123592209195,80.32415231563222,15.814236626672335
fault,50.11388715437376,67.35109519501641,50.26556388807939
fraud,14.284309342561968,95.58276046163728,14.384096624335374
glass,14.122189966735347,80.92140921409214,15.662174285043259
Hepatitis,25.862999579505246,69.16188289322618,28.300734296324983
http,19.562314871065585,99.27769666761581,19.57562026911371
