dataset,ada,ddae,delta
20newsgroups,7.170521978430405,8.644619779904712,-1.474097801474307
ALOI,3.614314778286828,4.391205337542563,-0.7768905592557349
Agnews,7.964388145527328,10.881346682520274,-2.9169585369929454
Amazon,6.234490107049204,6.302591342347143,-0.06810123529793888
CIFAR10,10.08159992833372,9.578126815909977,0.5034731124237428
Cardiotocography,33.19635554414115,24.952943916563505,8.243411627577643
FashionMNIST,31.122574795816682,31.322175379416855,-0.19960058360017285
Hepatitis,25.86299957950525,17.740165649782874,8.122833929722376
Imdb,4.644852775157919,4.535234969541837,0.10961780561608236
InternetAds,20.895177417370288,30.746059311816726,-9.850881894446438
Ionosphere,88.59586859197476,88.38497907475112,0.21088951722364868
Lymphography,94.73611111111111,48.668382129913816,46.0677289811973
MNIST-C,17.841820100626542,19.812803190573,-1.9709830899464578
MVTec-AD,54.403929183820594,48.85333878357538,5.550590400245213
PageBlocks,55.389106626473314,51.14626032045013,4.242846306023182
Pima,50.020966448843424,49.84713514323345,0.17383130560997273
SVHN,7.858838909529325,8.114933098455102,-0.2560941889257773
SpamBase,42.447876174787424,42.48011788880699,-0.03224171401956255
Stamps,32.27810456302814,29.903797939136023,2.3743066238921138
WBC,90.97754808774629,69.49152861496769,21.486019472778594
WDBC,36.14422903563363,36.57090266078704,-0.4266736251534127
WPBC,21.912814829044347,22.987779189422845,-1.0749643603784982
Waveform,7.7220485276659145,4.268833889728926,3.4532146379369886
Wilt,5.72474237124275,4.757103743399445,0.9676386278433053
Yelp,8.841641741736561,8.706997168630974,0.13464457310558764
annthyroid,32.597702558795135,24.441885347738797,8.155817211056338
backdoor,55.38917304215589,52.052668763061355,3.336504279094534
breastw,96.299104858714,90.40863689349383,5.890467965220168
campaign,29.273218060798786,30.25945070241449,-0.9862326416157039
cardio,38.941735815805046,20.208390570800567,18.73334524500448
celeba,4.916791739412626,1.8494835728985048,3.0673081665141213
census,8.744811341121322,8.760564168963418,-0.015752827842096195
cover,3.2084262055877333,1.3053094969816101,1.9031167086061231
donors,15.81123592209195,13.422608458766856,2.3886274633250935
fault,50.113887154373764,49.043934109918105,1.0699530444556586
fraud,14.284309342561965,7.497899235658484,6.786410106903481
glass,14.122189966735345,21.159481406463236,-7.037291439727891
http,20.79129932782139,0.4311977722934307,20.360101555527958
landsat,22.018123687083893,26.483324048278917,-4.4652003611950235
letter,21.620276833004834,30.965983847282576,-9.345707014277743
magic.gamma,63.295836509627364,69.17806587677103,-5.882229367143665
mammography,20.147181689627814,11.789619997983603,8.35756169164421
mnist,40.43615442695544,37.773760525110724,2.662393901844716
musk,10.595472116480911,30.432392749454948,-19.836920632974035
optdigits,2.315438212678816,3.1819577610145107,-0.8665195483356944
pendigits,8.416189462626722,4.495705556461777,3.920483906164945
satellite,67.98332505130216,52.8974772118662,15.085847839435957
satimage-2,73.84204366773312,30.592190960346176,43.24985270738695
shuttle,74.39831374768274,12.05574593401941,62.34256781366332
skin,23.695391209771866,35.22705489734177,-11.531663687569907
smtp,34.68984009166563,11.418140080523903,23.271700011141725
speech,1.8254989684695104,1.915886160919299,-0.09038719244978854
thyroid,43.210224793844006,29.841332794082472,13.368891999761534
vertebral,8.864830747195677,9.694516351887597,-0.8296856046919192
vowels,37.75277493569322,32.59565919985194,5.1571157358412805
wine,11.445399992943061,6.663390831332242,4.782009161610819
yeast,29.503899939918437,29.889828078877052,-0.3859281389586151
