[adadae_default] Protocol start: 570 jobs | n_datasets=57 seeds=[111, 222, 333, 444, 555]
Total jobs: 570 | Resume file: /home/zarnihlawn/Desktop/ITM/project/results/metrics/completed.json
[adadae_default] START optdigits__unsupervised__444
FAILED optdigits__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/26_optdigits.npz'
[adadae_default] START optdigits__unsupervised__555
FAILED optdigits__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/26_optdigits.npz'
[adadae_default] START optdigits__semi-supervised__111
FAILED optdigits__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/26_optdigits.npz'
[adadae_default] START optdigits__semi-supervised__222
FAILED optdigits__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/26_optdigits.npz'
[adadae_default] START optdigits__semi-supervised__333protocol:  45%|████▌     | 259/570 [1:36:37<00:24, 12.68it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  46%|████▌     | 261/570 [1:36:37<00:24, 12.67it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  46%|████▌     | 263/570 [1:36:37<00:24, 12.74it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  46%|████▋     | 265/570 [1:36:37<00:23, 12.76it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  47%|████▋     | 267/570 [1:36:38<00:24, 12.49it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  47%|████▋     | 269/570 [1:36:38<00:24, 12.28it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  48%|████▊     | 271/570 [1:36:38<00:23, 12.48it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  48%|████▊     | 273/570 [1:36:38<00:23, 12.58it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  48%|████▊     | 275/570 [1:36:38<00:23, 12.57it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  49%|████▊     | 277/570 [1:36:38<00:23, 12.60it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  49%|████▉     | 279/570 [1:36:39<00:22, 12.66it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  49%|████▉     | 281/570 [1:36:39<00:22, 12.79it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  50%|████▉     | 283/570 [1:36:39<00:22, 12.73it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  50%|█████     | 285/570 [1:36:39<00:22, 12.75it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  50%|█████     | 287/570 [1:36:39<00:22, 12.75it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  51%|█████     | 289/570 [1:36:39<00:22, 12.56it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  51%|█████     | 291/570 [1:36:40<00:22, 12.64it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  51%|█████▏    | 293/570 [1:36:40<00:21, 12.71it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  52%|█████▏    | 295/570 [1:36:40<00:21, 12.76it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]
FAILED optdigits__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/26_optdigits.npz'
[adadae_default] START optdigits__semi-supervised__444
FAILED optdigits__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/26_optdigits.npz'
[adadae_default] START optdigits__semi-supervised__555
FAILED optdigits__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/26_optdigits.npz'
[adadae_default] START PageBlocks__unsupervised__111
FAILED PageBlocks__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START PageBlocks__unsupervised__222
FAILED PageBlocks__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START PageBlocks__unsupervised__333
FAILED PageBlocks__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START PageBlocks__unsupervised__444
FAILED PageBlocks__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START PageBlocks__unsupervised__555
FAILED PageBlocks__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START PageBlocks__semi-supervised__111
FAILED PageBlocks__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START PageBlocks__semi-supervised__222
FAILED PageBlocks__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START PageBlocks__semi-supervised__333
FAILED PageBlocks__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START PageBlocks__semi-supervised__444
FAILED PageBlocks__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START PageBlocks__semi-supervised__555
FAILED PageBlocks__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/27_PageBlocks.npz'
[adadae_default] START pendigits__unsupervised__111
FAILED pendigits__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START pendigits__unsupervised__222
FAILED pendigits__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START pendigits__unsupervised__333
FAILED pendigits__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START pendigits__unsupervised__444
FAILED pendigits__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START pendigits__unsupervised__555
FAILED pendigits__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START pendigits__semi-supervised__111
FAILED pendigits__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START pendigits__semi-supervised__222
FAILED pendigits__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START pendigits__semi-supervised__333
FAILED pendigits__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START pendigits__semi-supervised__444
FAILED pendigits__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START pendigits__semi-supervised__555
FAILED pendigits__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/28_pendigits.npz'
[adadae_default] START Pima__unsupervised__111
FAILED Pima__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START Pima__unsupervised__222
FAILED Pima__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START Pima__unsupervised__333
FAILED Pima__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START Pima__unsupervised__444
FAILED Pima__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START Pima__unsupervised__555
FAILED Pima__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START Pima__semi-supervised__111
FAILED Pima__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START Pima__semi-supervised__222
FAILED Pima__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START Pima__semi-supervised__333
FAILED Pima__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START Pima__semi-supervised__444
FAILED Pima__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START Pima__semi-supervised__555
FAILED Pima__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/29_Pima.npz'
[adadae_default] START satellite__unsupervised__111
FAILED satellite__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satellite__unsupervised__222
FAILED satellite__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satellite__unsupervised__333
FAILED satellite__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satellite__unsupervised__444
FAILED satellite__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satellite__unsupervised__555
FAILED satellite__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satellite__semi-supervised__111protocol:  52%|█████▏    | 297/570 [1:36:40<00:21, 12.73it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  52%|█████▏    | 299/570 [1:36:40<00:21, 12.74it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  53%|█████▎    | 301/570 [1:36:40<00:20, 12.82it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  53%|█████▎    | 303/570 [1:36:40<00:20, 12.93it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  54%|█████▎    | 305/570 [1:36:41<00:20, 13.00it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  54%|█████▍    | 307/570 [1:36:41<00:20, 12.95it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  54%|█████▍    | 309/570 [1:36:41<00:20, 12.86it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  55%|█████▍    | 311/570 [1:36:41<00:20, 12.82it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  55%|█████▍    | 313/570 [1:36:41<00:20, 12.75it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  55%|█████▌    | 315/570 [1:36:41<00:20, 12.39it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  56%|█████▌    | 317/570 [1:36:42<00:21, 11.97it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  56%|█████▌    | 319/570 [1:36:42<00:21, 11.48it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  56%|█████▋    | 321/570 [1:36:42<00:21, 11.56it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  57%|█████▋    | 323/570 [1:36:42<00:20, 11.79it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  57%|█████▋    | 325/570 [1:36:42<00:20, 11.99it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  57%|█████▋    | 327/570 [1:36:42<00:20, 12.08it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  58%|█████▊    | 329/570 [1:36:43<00:19, 12.10it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  58%|█████▊    | 331/570 [1:36:43<00:19, 12.24it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  58%|█████▊    | 333/570 [1:36:43<00:19, 12.35it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]
FAILED satellite__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satellite__semi-supervised__222
FAILED satellite__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satellite__semi-supervised__333
FAILED satellite__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satellite__semi-supervised__444
FAILED satellite__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satellite__semi-supervised__555
FAILED satellite__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/30_satellite.npz'
[adadae_default] START satimage-2__unsupervised__111
FAILED satimage-2__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START satimage-2__unsupervised__222
FAILED satimage-2__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START satimage-2__unsupervised__333
FAILED satimage-2__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START satimage-2__unsupervised__444
FAILED satimage-2__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START satimage-2__unsupervised__555
FAILED satimage-2__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START satimage-2__semi-supervised__111
FAILED satimage-2__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START satimage-2__semi-supervised__222
FAILED satimage-2__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START satimage-2__semi-supervised__333
FAILED satimage-2__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START satimage-2__semi-supervised__444
FAILED satimage-2__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START satimage-2__semi-supervised__555
FAILED satimage-2__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/31_satimage-2.npz'
[adadae_default] START shuttle__unsupervised__111
FAILED shuttle__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START shuttle__unsupervised__222
FAILED shuttle__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START shuttle__unsupervised__333
FAILED shuttle__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START shuttle__unsupervised__444
FAILED shuttle__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START shuttle__unsupervised__555
FAILED shuttle__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START shuttle__semi-supervised__111
FAILED shuttle__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START shuttle__semi-supervised__222
FAILED shuttle__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START shuttle__semi-supervised__333
FAILED shuttle__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START shuttle__semi-supervised__444
FAILED shuttle__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START shuttle__semi-supervised__555
FAILED shuttle__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/32_shuttle.npz'
[adadae_default] START skin__unsupervised__111
FAILED skin__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START skin__unsupervised__222
FAILED skin__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START skin__unsupervised__333
FAILED skin__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START skin__unsupervised__444
FAILED skin__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START skin__unsupervised__555
FAILED skin__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START skin__semi-supervised__111
FAILED skin__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START skin__semi-supervised__222
FAILED skin__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START skin__semi-supervised__333
FAILED skin__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START skin__semi-supervised__444
FAILED skin__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START skin__semi-supervised__555
FAILED skin__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/33_skin.npz'
[adadae_default] START smtp__unsupervised__111
FAILED smtp__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'
[adadae_default] START smtp__unsupervised__222
FAILED smtp__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'
[adadae_default] START smtp__unsupervised__333
FAILED smtp__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'
[adadae_default] START smtp__unsupervised__444
FAILED smtp__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'protocol:  59%|█████▉    | 335/570 [1:36:43<00:19, 12.35it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  59%|█████▉    | 337/570 [1:36:43<00:19, 12.19it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  59%|█████▉    | 339/570 [1:36:43<00:18, 12.27it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  60%|█████▉    | 341/570 [1:36:44<00:18, 12.35it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  60%|██████    | 343/570 [1:36:44<00:18, 12.41it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  61%|██████    | 345/570 [1:36:44<00:18, 12.28it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  61%|██████    | 347/570 [1:36:44<00:18, 12.26it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  61%|██████    | 349/570 [1:36:44<00:17, 12.37it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  62%|██████▏   | 351/570 [1:36:44<00:17, 12.42it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  62%|██████▏   | 353/570 [1:36:45<00:16, 12.83it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  62%|██████▏   | 355/570 [1:36:45<00:16, 13.15it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  63%|██████▎   | 357/570 [1:36:45<00:15, 13.32it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  63%|██████▎   | 359/570 [1:36:45<00:16, 13.18it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  63%|██████▎   | 361/570 [1:36:45<00:16, 13.03it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  64%|██████▎   | 363/570 [1:36:45<00:15, 12.96it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  64%|██████▍   | 365/570 [1:36:45<00:15, 12.96it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  64%|██████▍   | 367/570 [1:36:46<00:15, 12.91it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  65%|██████▍   | 369/570 [1:36:46<00:15, 12.91it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  65%|██████▌   | 371/570 [1:36:46<00:15, 12.89it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]
[adadae_default] START smtp__unsupervised__555
FAILED smtp__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'
[adadae_default] START smtp__semi-supervised__111
FAILED smtp__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'
[adadae_default] START smtp__semi-supervised__222
FAILED smtp__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'
[adadae_default] START smtp__semi-supervised__333
FAILED smtp__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'
[adadae_default] START smtp__semi-supervised__444
FAILED smtp__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'
[adadae_default] START smtp__semi-supervised__555
FAILED smtp__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/34_smtp.npz'
[adadae_default] START SpamBase__unsupervised__111
FAILED SpamBase__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START SpamBase__unsupervised__222
FAILED SpamBase__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START SpamBase__unsupervised__333
FAILED SpamBase__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START SpamBase__unsupervised__444
FAILED SpamBase__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START SpamBase__unsupervised__555
FAILED SpamBase__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START SpamBase__semi-supervised__111
FAILED SpamBase__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START SpamBase__semi-supervised__222
FAILED SpamBase__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START SpamBase__semi-supervised__333
