dataset,ada,ddae,delta
20newsgroups,14.042867449270506,14.529151150031225,-0.48628370076071903
ALOI,7.074553026895087,7.163396488611994,-0.08884346171690716
Agnews,15.819610656041558,15.87647350943528,-0.056862853393722546
Amazon,11.712193715907507,11.681528856738336,0.030664859169171166
CIFAR10,19.50790938929565,19.419787719075853,0.08812167021979889
Cardiotocography,65.825757465333,63.544387800502804,2.281369664830194
FashionMNIST,58.51391633324789,58.073564823559295,0.4403515096885968
Hepatitis,63.829787234042556,63.829787234042556,0.0
Imdb,9.06813480996481,9.300730822938476,-0.23259601297366572
InternetAds,38.39837115366708,45.40435817603931,-7.005987022372231
Ionosphere,97.52743726559648,96.75175974447612,0.7756775211203575
Lymphography,53.896103896103895,53.896103896103895,0.0
MNIST-C,45.22281426742415,45.38776669574692,-0.16495242832277057
MVTec-AD,70.2876568887743,70.4530171615095,-0.1653602727352137
PageBlocks,85.33555755687944,86.21474040020118,-0.8791828433217432
Pima,70.25534200425379,71.39622884437216,-1.1408868401183696
SVHN,15.05278463325745,15.206712725002628,-0.1539280917451773
SpamBase,91.82276761605168,93.13150314819015,-1.3087355321384706
Stamps,58.762391092945414,53.50526469870234,5.257126394243073
WBC,87.26213182242593,90.07133285531117,-2.809201032885241
WDBC,80.42467894592508,74.25412374915133,6.170555196773748
WPBC,36.24122970720541,36.528837536988775,-0.2876078297833615
Waveform,10.479579552368525,14.695251595874367,-4.215672043505842
Wilt,25.656227988454912,16.12493554867043,9.531292439784483
Yelp,16.7054637258836,15.312366283955754,1.3930974419278463
annthyroid,58.810353597997675,68.3143340918698,-9.50398049387212
backdoor,16.6130655698457,18.392377359121642,-1.779311789275944
breastw,98.37015839002187,98.69778881307478,-0.32763042305290924
campaign,32.493166007940566,42.98959387292474,-10.496427864984177
cardio,77.5087386041767,75.05247842822516,2.4562601759515417
celeba,5.456796065212702,8.802631502721251,-3.3458354375085495
census,12.809140415073035,13.167180575058916,-0.35804015998588135
cover,3.709112445561759,9.624148834396575,-5.915036388834816
donors,34.37710262074048,79.69609373071964,-45.31899110997916
fault,75.76338686289064,75.15513407548673,0.608252787403913
fraud,1.3170638637024634,13.385147495703615,-12.068083632001152
glass,25.955611274216544,27.938128315064414,-1.9825170408478705
http,12.502615593840781,38.434037172072145,-25.931421578231365
landsat,49.54075272239395,49.387112592016116,0.15364013037783053
letter,44.30192997671783,37.718059864637205,6.583870112080625
magic.gamma,80.60654791860402,82.83511314540435,-2.2285652268003275
mammography,37.78845584284578,26.166262508164767,11.622193334681011
mnist,76.62306672145813,78.24444943051424,-1.6213827090561068
musk,99.99999999999999,99.99999999999999,0.0
optdigits,21.335264292207206,19.50856420428921,1.8267000879179953
pendigits,86.41179226128668,64.151629905049,22.26016235623767
satellite,84.96792380117482,86.1610262357811,-1.1931024346062742
satimage-2,97.62395804217296,97.42907148550763,0.19488655666532395
shuttle,96.82830523561475,97.1183367719158,-0.2900315363010577
skin,59.00104555315487,70.71491854144539,-11.713872988290518
smtp,51.6803822993413,43.8783258640085,7.802056435332794
speech,3.479132540827416,3.5078023035403247,-0.028669762712908664
thyroid,70.79300813005052,58.60749623087871,12.185511899171814
vertebral,23.551722774654525,26.57876444406322,-3.027041669408696
vowels,76.82547264448618,63.92980460877324,12.895668035712944
wine,64.64440283079134,68.22724332714742,-3.5828404963560843
yeast,50.209846776135265,49.13376965036133,1.076077125773935
