dataset,PR-AUC,ROC-AUC,AP
20newsgroups,9.549126969928441,65.12916965744499,9.89636242168964
ALOI,3.6053722462297224,55.810658097332556,3.6200973653731747
Agnews,11.04947121543131,71.57816368421052,11.127434653787578
Amazon,6.360073457678854,61.50578736842106,6.394297494592167
CIFAR10,10.792470445363962,67.48717642585551,10.937631836082728
Cardiotocography,41.05538008786234,67.36179111629652,41.14817359974109
FashionMNIST,33.04805073175479,86.24659259259259,33.219447197077926
Hepatitis,33.537671619569785,76.28013777267509,36.87368765021938
Imdb,4.789123707329377,50.02980421052632,4.835110686636501
InternetAds,32.85787263700398,72.23346438482888,32.98635344078428
Ionosphere,93.07171567084707,95.79541446208113,93.10210220908533
Lymphography,91.8941798941799,99.62441314553992,92.56349206349206
MNIST-C,19.261275043132958,79.71559552631578,19.370732132586312
MVTec-AD,58.06002374574861,77.96023983250595,58.40882973757172
PageBlocks,54.23666918248682,90.15562596121798,54.28835541869248
Pima,51.438822537160675,69.8217910447761,51.689112737223084
SVHN,8.407512339612493,62.355457265021094,8.51032528639398
SpamBase,43.035898664134834,58.12300683800634,43.09147504305212
Stamps,33.71020028289038,90.6566447437102,35.45927512070284
WBC,92.0917578035999,99.35211267605635,92.34536574536574
WDBC,56.83336661449084,97.92156862745098,58.92119212929805
WPBC,26.72366747988038,55.03170353670564,27.66217421067612
Waveform,5.98165921494518,68.18540233323363,6.207405100663739
Wilt,5.132189485552503,51.359812151472916,5.164947531986388
Yelp,8.745418557954904,68.08255157894736,8.79707604354814
annthyroid,28.024765161784828,72.28099495342792,28.114712989924545
backdoor,59.06815086750286,89.52041464101534,59.09088521133763
breastw,95.57098088066014,97.60262354404615,95.5841693283119
campaign,30.803590265723802,76.83634240564132,30.825628449189857
cardio,53.632048508957695,90.57937379840702,53.824333628954136
celeba,6.933728785554178,75.50172801183372,6.944511469428935
census,8.820539062496088,66.08247182278085,8.822219748979313
cover,8.91485396394049,93.87375963430411,8.924885707628905
donors,15.915929172713103,80.39779139133894,15.91877493997093
fault,54.82088787647588,72.93888657126384,54.959963928797016
fraud,25.680561146589003,95.20968576734641,25.792874975676405
glass,26.497946893433127,90.449864498645,28.850587556225086
http,23.72331456640387,99.39968957399886,23.81352737670678
landsat,26.261900862294006,61.66103315323145,26.301712929890154
letter,42.41279962033965,90.4412,42.6939621894362
magic.gamma,70.9234675375082,77.71951256950835,70.92674844071185
mammography,23.444144816095015,87.82154451791915,23.568625703151984
mnist,40.32790533565168,86.80277519091078,40.439348881442314
musk,97.93660990731878,99.8644668903531,97.94415671066797
optdigits,3.0453584584873767,54.75986313988683,3.0843990012810916
pendigits,23.62188496541818,92.96842418826333,23.985453910191055
satellite,67.39735186260364,68.16070561669892,67.40259083655283
satimage-2,87.44883427242108,99.4493478666837,87.51260678327824
shuttle,79.9784634260886,99.13021123088616,80.00487122597276
skin,34.8284091573891,79.02321354487631,34.82913381355036
smtp,56.66256240904415,84.8468347244707,56.85434799495553
speech,3.658571709648025,66.67237987563594,3.8408812413046314
thyroid,53.56034134958869,96.65342674347575,53.89810485972441
vertebral,11.68400196268486,49.360317460317454,12.413714442917554
vowels,50.96605212002784,96.05917496443811,51.588018294316306
wine,26.31959215378573,78.63865546218486,29.06794095235461
yeast,30.82187632961778,43.97362210526528,30.94770078310414
