dataset,ada,ddae,delta
20newsgroups,14.042867449270506,9.285283795412202,4.757583653858305
ALOI,7.074553026895087,6.398579817388217,0.6759732095068696
Agnews,15.819610656041558,8.179161968952886,7.640448687088671
Amazon,11.712193715907507,9.769609067001152,1.9425846489063545
CIFAR10,19.50790938929565,8.030769957736121,11.47713943155953
Cardiotocography,65.825757465333,45.59954351257381,20.22621395275919
FashionMNIST,58.51391633324789,6.4009794776986055,52.112936855549286
Hepatitis,63.829787234042556,28.2379680515346,35.591819182507955
Imdb,9.06813480996481,9.298926875004899,-0.2307920650400881
InternetAds,38.39837115366708,21.949823764266842,16.448547389400236
Ionosphere,97.52743726559648,36.976056945636884,60.55138031995959
Lymphography,53.896103896103895,23.205251075313704,30.69085282079019
MNIST-C,45.22281426742415,6.7707679932688905,38.45204627415526
MVTec-AD,70.2876568887743,33.15892600217042,37.128730886603876
PageBlocks,85.33555755687944,53.16264736828447,32.17291018859497
Pima,70.25534200425379,63.87564444159748,6.379697562656311
SVHN,15.05278463325745,8.331041328660778,6.721743304596673
SpamBase,91.82276761605168,59.565299384471324,32.257468231580354
Stamps,58.762391092945414,26.342921216333405,32.41946987661201
WBC,87.26213182242593,35.4331279475795,51.82900387484643
WDBC,80.42467894592508,5.632393599275056,74.79228534665002
WPBC,36.24122970720541,41.90109035424516,-5.65986064703975
Waveform,10.479579552368525,18.39222661949317,-7.912647067124643
Wilt,25.656227988454912,6.376731189545237,19.279496798909676
Yelp,16.7054637258836,8.718589822232554,7.9868739036510465
annthyroid,58.810353597997675,64.51631293734496,-5.705959339347288
backdoor,16.6130655698457,6.954404142320007,9.658661427525692
breastw,98.37015839002187,85.85432725585432,12.515831134167556
campaign,32.493166007940566,18.588755337995483,13.904410669945083
cardio,77.5087386041767,24.43483036617617,53.07390823800053
celeba,5.456796065212702,5.861070217344446,-0.40427415213174456
census,12.809140415073035,11.728853286694648,1.0802871283783873
cover,3.709112445561759,1.3202841192308687,2.38882832633089
donors,34.37710262074048,34.071459745762795,0.3056428749776856
fault,75.76338686289064,50.883946887074245,24.879439975816396
fraud,1.3170638637024634,0.2969878227145181,1.0200760409879452
glass,25.955611274216544,25.45814987994546,0.4974613942710846
http,12.502615593840781,73.27024912248126,-60.76763352864048
landsat,49.54075272239395,50.49107077159654,-0.9503180492025933
letter,44.30192997671783,7.803790829564676,36.498139147153154
magic.gamma,80.60654791860402,68.01106748485564,12.595480433748378
mammography,37.78845584284578,8.943877428415599,28.84457841443018
mnist,76.62306672145813,31.649613453526037,44.97345326793209
musk,99.99999999999999,3.1353665501518933,96.8646334498481
optdigits,21.335264292207206,4.827013551927301,16.508250740279905
pendigits,86.41179226128668,4.09228730319083,82.31950495809585
satellite,84.96792380117482,61.172900630146806,23.795023171028014
satimage-2,97.62395804217296,44.42369207657573,53.200265965597225
shuttle,96.82830523561475,15.305214364475063,81.52309087113969
skin,59.00104555315487,49.93942315476259,9.061622398392274
smtp,51.6803822993413,30.9684061631259,20.711976136215398
speech,3.479132540827416,3.0523879527154536,0.4267445881119625
thyroid,70.79300813005052,22.15644362244897,48.636564507601555
vertebral,23.551722774654525,18.39978701861221,5.151935756042317
vowels,76.82547264448618,3.967559245328669,72.85791339915751
wine,64.64440283079134,18.553446618786133,46.0909562120052
yeast,50.209846776135265,47.861423096685265,2.3484236794500006
