dataset,PR-AUC,ROC-AUC,AP
ALOI,3.4558117618956095,54.384240477168596,3.4644484316362743
annthyroid,25.145029764425104,78.46683544758972,25.293577213054792
backdoor,30.691575976641396,86.13350337262288,30.702201705473204
breastw,95.52135596784117,98.35632703833541,95.5411387147197
campaign,30.09123723827339,75.27825736018387,30.11345181097379
cardio,47.47686602435085,89.89549574292776,47.72826453074401
Cardiotocography,37.023704500094354,59.95546689445395,37.129133715577424
celeba,6.084184151876807,72.37102002712489,6.099234610393618
census,8.83728500064038,66.5416586876091,8.839947439603739
cover,3.9837273291369186,86.53392143393708,3.9881940063776615
donors,15.292261389251971,82.10336070572414,15.294754144898977
fault,46.66006450761791,64.3651009416849,46.81176706096515
fraud,11.222653035695489,95.54587205677201,11.304990090185917
