dataset,PR-AUC,ROC-AUC,AP
ALOI,6.479055497665313,51.623731718705415,6.501658499231416
annthyroid,47.600828985398444,79.03371236000002,47.73442410815879
backdoor,13.489321533939563,75.3991519734807,13.516381898290852
breastw,98.18420559819569,98.63357080930302,98.19385189411008
campaign,39.468346181453754,71.26672953470732,39.49340411439158
cardio,73.07521177599699,90.79874835309617,72.97380937670293
Cardiotocography,64.78144485904218,73.31961748406182,64.79119065474485
celeba,6.220055021235889,61.74658295173037,6.22911118816649
census,13.928693507319128,60.77533796061745,13.93086193614575
cover,12.660135686596922,82.41194429321034,12.672176778380976
donors,9.497910420312152,43.74714221543757,9.498167569904156
fault,75.78511325873211,75.40121214393858,75.8564279793762
fraud,9.68087498708292,85.16844363142488,9.734762403025556
