dataset,PR-AUC,ROC-AUC,AP
ALOI,7.163396488611995,56.01535905451745,7.182182477364547
annthyroid,68.31433409186978,94.30048622839813,68.42179795506772
backdoor,18.39237735912164,84.34566563710486,18.421296418738798
breastw,98.69778881307477,98.908364431377,98.70170058092589
campaign,42.989593872924736,73.49117327520163,43.012581726160775
cardio,75.05247842822517,90.65519323671496,75.10596787762346
Cardiotocography,63.5443878005028,72.15024584357683,63.5867964261721
celeba,8.802631502721251,67.30844315429069,8.807448010032171
census,13.167180575058918,55.30246834900395,13.169316762704334
cover,9.624148834396577,88.46464617401047,9.628912000784565
donors,79.69609373071964,98.24305890047388,79.6983630606009
fault,75.15513407548673,76.01070586525799,75.22518237343672
fraud,13.385147495703615,92.04401346286286,13.434474952435751
glass,27.938128315064414,85.28586839266451,31.53497434300045
Hepatitis,63.829787234042556,50.0,27.659574468085108
http,38.43403717207215,99.4068858892073,38.542476455504335
InternetAds,45.40435817603932,67.28281275507427,45.602646141008414
Ionosphere,96.75175974447612,95.70445287259446,96.76309405126997
landsat,49.387112592016116,68.7794439789877,49.45555818323227
letter,37.71805986463721,85.53520000000002,38.32875402737101
Lymphography,53.896103896103895,50.0,7.792207792207792
magic.gamma,82.83511314540435,79.36775235238154,82.83667615603812
mammography,26.166262508164767,84.13839675520379,26.302831712853376
mnist,78.24444943051424,94.26330905479226,78.2721664415139
musk,99.99999999999997,100.0,99.99999999999997
optdigits,19.508564204289208,88.92064745361232,19.64995691484544
PageBlocks,86.21474040020118,96.39785775079892,86.25998041822733
pendigits,64.151629905049,97.65537758835346,64.33968034241964
Pima,71.39622884437216,71.95253731343284,71.51883034417959
satellite,86.16102623578108,83.04392525450972,86.16405206906575
satimage-2,97.42907148550763,99.91763561129513,97.44641108985161
shuttle,97.1183367719158,99.85090912012679,97.136988638398
skin,70.7149185414454,92.17697358529779,70.71592428669055
smtp,43.87832586400851,92.70477752314473,45.095816146457366
SpamBase,93.13150314819015,89.91023231881543,93.13376045632303
speech,3.507802303540325,51.86078684907726,3.685522754689324
Stamps,53.505264698702334,91.37565036420395,55.19767966029979
thyroid,58.60749623087871,97.72896213183732,59.257142358358465
vertebral,26.578764444063225,60.26031746031746,27.79758288971171
vowels,63.929804608773246,95.35817923186343,64.54710197556128
Waveform,14.695251595874367,72.99413875598087,15.067130347827224
WBC,90.07133285531118,98.82242990654206,90.56746031746033
WDBC,74.25412374915135,98.22346368715083,75.66614825251922
Wilt,16.124935548670432,72.14772004223693,16.21290279181542
wine,68.22724332714742,94.80000000000001,70.91476007652477
WPBC,36.528837536988775,51.119820828667415,37.55876764300221
yeast,49.13376965036133,46.25839474352923,49.30801826659391
CIFAR10,19.419787719075853,68.32408517110265,19.625654958607157
FashionMNIST,58.073564823559295,89.53248677248678,58.222868325706756
MNIST-C,45.387766695746926,84.1271307894737,45.51360441493735
MVTec-AD,70.4530171615095,70.5921252581465,63.00816002433335
SVHN,15.20671272500263,62.45711586070857,15.378889778555099
Agnews,15.876473509435279,66.90584210526316,15.979046563897695
Amazon,11.681528856738336,60.25403368421054,11.749768150512548
Imdb,9.300730822938476,51.36516210526315,9.349946115030393
Yelp,15.312366283955752,66.07518736842104,15.404136223433365
20newsgroups,14.529151150031225,60.0871609964525,15.092510989939138
